Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category
HALLMARK_CHOLESTEROL_HOMEOSTASIS,6,6/199,74/4395,0.520105200508845,66102/11658/228775/12527/11305/16449,Cxcl16/Alcam/Trib3/Cd9/Abca2/Jag1,ENSMUSG00000018920/ENSMUSG00000022636/ENSMUSG00000032715/ENSMUSG00000030342/ENSMUSG00000026944/ENSMUSG00000027276,H
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,8,8/199,113/4395,0.5645289267020128,12608/22151/27053/64209/11911/50783/75901/20044,Cebpb/Tubb2a/Asns/Herpud1/Atf4/Lsm4/Dcp1a/Rps14,ENSMUSG00000056501/ENSMUSG00000058672/ENSMUSG00000029752/ENSMUSG00000031770/ENSMUSG00000042406/ENSMUSG00000031848/ENSMUSG00000021962/ENSMUSG00000024608,H
HALLMARK_PI3K_AKT_MTOR_SIGNALING,7,7/199,105/4395,0.688069637535759,18751/228775/74370/26409/19087/13001/19766,Prkcb/Trib3/Rptor/Map3k7/Prkar2a/Csnk2b/Ripk1,ENSMUSG00000052889/ENSMUSG00000032715/ENSMUSG00000025583/ENSMUSG00000028284/ENSMUSG00000032601/ENSMUSG00000024387/ENSMUSG00000021408,H
HALLMARK_COAGULATION,9,9/199,141/4395,0.688069637535759,17387/23921/13038/21825/12527/14268/12334/20193/13039,Mmp14/Sh2b2/Ctsk/Thbs1/Cd9/Fn1/Capn2/S100a1/Ctsl,ENSMUSG00000000957/ENSMUSG00000005057/ENSMUSG00000028111/ENSMUSG00000040152/ENSMUSG00000030342/ENSMUSG00000026193/ENSMUSG00000026509/ENSMUSG00000044080/ENSMUSG00000021477,H
HALLMARK_HEDGEHOG_SIGNALING,3,3/199,36/4395,0.6956510743061967,18186/21887/17886,Nrp1/Tle3/Myh9,ENSMUSG00000025810/ENSMUSG00000032280/ENSMUSG00000022443,H
HALLMARK_TGF_BETA_SIGNALING,4,4/199,54/4395,0.6956510743061967,97064/21825/11789/26409,Wwtr1/Thbs1/Apc/Map3k7,ENSMUSG00000027803/ENSMUSG00000040152/ENSMUSG00000005871/ENSMUSG00000028284,H
HALLMARK_COMPLEMENT,11,11/199,197/4395,0.8025235920049257,16409/12608/20304/17387/27226/17381/70789/14268/27361/16452/13039,Itgam/Cebpb/Ccl5/Mmp14/Pla2g7/Mmp12/Kynu/Fn1/Msrb1/Jak2/Ctsl,ENSMUSG00000030786/ENSMUSG00000056501/ENSMUSG00000035042/ENSMUSG00000000957/ENSMUSG00000023913/ENSMUSG00000049723/ENSMUSG00000026866/ENSMUSG00000026193/ENSMUSG00000075705/ENSMUSG00000024789/ENSMUSG00000021477,H
HALLMARK_HYPOXIA,11,11/199,201/4395,0.8187319833612302,17750/14733/21810/19309/19883/17748/20970/11717/17886/15531/68507,Mt2/Gpc1/Tgfbi/Pygm/Rora/Mt1/Sdc3/Ampd3/Myh9/Ndst1/Ppfia4,ENSMUSG00000031762/ENSMUSG00000034220/ENSMUSG00000035493/ENSMUSG00000032648/ENSMUSG00000032238/ENSMUSG00000031765/ENSMUSG00000025743/ENSMUSG00000005686/ENSMUSG00000022443/ENSMUSG00000054008/ENSMUSG00000026458,H
HALLMARK_PANCREAS_BETA_CELLS,1,1/199,40/4395,0.9968775244902138,20910,Stxbp1,ENSMUSG00000026797,H
HALLMARK_WNT_BETA_CATENIN_SIGNALING,1,1/199,42/4395,0.9968775244902138,16449,Jag1,ENSMUSG00000027276,H
HALLMARK_NOTCH_SIGNALING,2,2/199,32/4395,0.9968775244902138,18129/16449,Notch2/Jag1,ENSMUSG00000027878/ENSMUSG00000027276,H
HALLMARK_ANGIOGENESIS,2,2/199,36/4395,0.9968775244902138,18186/16449,Nrp1/Jag1,ENSMUSG00000025810/ENSMUSG00000027276,H
HALLMARK_MYC_TARGETS_V2,2,2/199,58/4395,0.9968775244902138,28126/18813,Nop16/Pa2g4,ENSMUSG00000025869/ENSMUSG00000025364,H
HALLMARK_PEROXISOME,3,3/199,107/4395,0.9968775244902138,15925/76267/54725,Ide/Fads1/Cadm1,ENSMUSG00000056999/ENSMUSG00000010663/ENSMUSG00000032076,H
HALLMARK_PROTEIN_SECRETION,4,4/199,96/4395,0.9968775244902138,16004/11303/99371/16561,Igf2r/Abca1/Arfgef2/Kif1b,ENSMUSG00000023830/ENSMUSG00000015243/ENSMUSG00000074582/ENSMUSG00000063077,H
HALLMARK_BILE_ACID_METABOLISM,4,4/199,113/4395,0.9968775244902138,76267/11303/212503/11305,Fads1/Abca1/Paox/Abca2,ENSMUSG00000010663/ENSMUSG00000015243/ENSMUSG00000025464/ENSMUSG00000026944,H
HALLMARK_DNA_REPAIR,4,4/199,150/4395,0.9968775244902138,227644/20020/13135/69833,Snapc4/Polr2a/Dad1/Polr2f,ENSMUSG00000036281/ENSMUSG00000005198/ENSMUSG00000022174/ENSMUSG00000033020,H
HALLMARK_ANDROGEN_RESPONSE,5,5/199,111/4395,0.9968775244902138,76267/17152/17132/12010/18813,Fads1/Mak/Maf/B2m/Pa2g4,ENSMUSG00000010663/ENSMUSG00000021363/ENSMUSG00000055435/ENSMUSG00000060802/ENSMUSG00000025364,H
HALLMARK_SPERMATOGENESIS,5,5/199,135/4395,0.9968775244902138,15925/16162/17776/19087/21888,Ide/Il12rb2/Mast2/Prkar2a/Tle4,ENSMUSG00000056999/ENSMUSG00000018341/ENSMUSG00000003810/ENSMUSG00000032601/ENSMUSG00000024642,H
HALLMARK_UV_RESPONSE_DN,5,5/199,144/4395,0.9968775244902138,18186/17748/13548/17250/18129,Nrp1/Mt1/Dyrk1a/Abcc1/Notch2,ENSMUSG00000025810/ENSMUSG00000031765/ENSMUSG00000022897/ENSMUSG00000023088/ENSMUSG00000027878,H
HALLMARK_APOPTOSIS,5,5/199,161/4395,0.9968775244902138,16004/12481/22334/20740/12028,Igf2r/Cd2/Vdac2/Sptan1/Bax,ENSMUSG00000023830/ENSMUSG00000027863/ENSMUSG00000021771/ENSMUSG00000057738/ENSMUSG00000003873,H
HALLMARK_UV_RESPONSE_UP,6,6/199,162/4395,0.9968775244902138,17387/15018/27053/15566/15040/13039,Mmp14/H2-Q7/Asns/Htr7/H2-T23/Ctsl,ENSMUSG00000000957/ENSMUSG00000060550/ENSMUSG00000029752/ENSMUSG00000024798/ENSMUSG00000067212/ENSMUSG00000021477,H
HALLMARK_ADIPOGENESIS,6,6/199,200/4395,0.9968775244902138,11303/11816/23943/69721/108954/22273,Abca1/Apoe/Esyt1/Nkiras1/Ppp1r15b/Uqcrc1,ENSMUSG00000015243/ENSMUSG00000002985/ENSMUSG00000025366/ENSMUSG00000021772/ENSMUSG00000046062/ENSMUSG00000025651,H
HALLMARK_ESTROGEN_RESPONSE_EARLY,6,6/199,200/4395,0.9968775244902138,20510/64292/193796/225845/23802/16452,Slc1a1/Ptges/Kdm4b/Plaat3/Amfr/Jak2,ENSMUSG00000024935/ENSMUSG00000050737/ENSMUSG00000024201/ENSMUSG00000060675/ENSMUSG00000031751/ENSMUSG00000024789,H
HALLMARK_KRAS_SIGNALING_UP,6,6/199,204/4395,0.9968775244902138,58205/11501/20568/13823/18186/16534,Pdcd1lg2/Adam8/Slpi/Epb41l3/Nrp1/Kcnn4,ENSMUSG00000016498/ENSMUSG00000025473/ENSMUSG00000017002/ENSMUSG00000024044/ENSMUSG00000025810/ENSMUSG00000054342,H
HALLMARK_XENOBIOTIC_METABOLISM,7,7/199,202/4395,0.9968775244902138,66082/17750/16177/16000/11816/70789/64292,Abhd6/Mt2/Il1r1/Igf1/Apoe/Kynu/Ptges,ENSMUSG00000025277/ENSMUSG00000031762/ENSMUSG00000026072/ENSMUSG00000020053/ENSMUSG00000002985/ENSMUSG00000026866/ENSMUSG00000050737,H
HALLMARK_ESTROGEN_RESPONSE_LATE,7,7/199,206/4395,0.9968775244902138,12709/12527/64292/225845/57266/23802/16452,Ckb/Cd9/Ptges/Plaat3/Cxcl14/Amfr/Jak2,ENSMUSG00000001270/ENSMUSG00000030342/ENSMUSG00000050737/ENSMUSG00000060675/ENSMUSG00000021508/ENSMUSG00000031751/ENSMUSG00000024789,H
HALLMARK_MTORC1_SIGNALING,8,8/199,200/4395,0.9968775244902138,76267/236539/18636/27053/228775/12527/268373/67890,Fads1/Phgdh/Cfp/Asns/Trib3/Cd9/Ppia/Ufm1,ENSMUSG00000010663/ENSMUSG00000053398/ENSMUSG00000001128/ENSMUSG00000029752/ENSMUSG00000032715/ENSMUSG00000030342/ENSMUSG00000071866/ENSMUSG00000027746,H
HALLMARK_P53_PATHWAY,8,8/199,200/4395,0.9968775244902138,16832/22032/228775/140570/230233/19267/20969/12028,Ldhb/Traf4/Trib3/Plxnb2/Elp1/Ptpre/Sdc1/Bax,ENSMUSG00000030246/ENSMUSG00000017386/ENSMUSG00000032715/ENSMUSG00000036606/ENSMUSG00000028431/ENSMUSG00000041836/ENSMUSG00000020592/ENSMUSG00000003873,H
HALLMARK_TNFA_SIGNALING_VIA_NFKB,8,8/199,200/4395,0.9968775244902138,20725/12608/11303/20304/22151/70789/19267/16449,Serpinb8/Cebpb/Abca1/Ccl5/Tubb2a/Kynu/Ptpre/Jag1,ENSMUSG00000026315/ENSMUSG00000056501/ENSMUSG00000015243/ENSMUSG00000035042/ENSMUSG00000058672/ENSMUSG00000026866/ENSMUSG00000041836/ENSMUSG00000027276,H
HALLMARK_OXIDATIVE_PHOSPHORYLATION,9,9/199,198/4395,0.9968775244902138,16832/66865/22334/22273/228033/69802/12028/67530/69833,Ldhb/Pmpca/Vdac2/Uqcrc1/Atp5g3/Cox11/Bax/Uqcrb/Polr2f,ENSMUSG00000030246/ENSMUSG00000026926/ENSMUSG00000021771/ENSMUSG00000025651/ENSMUSG00000018770/ENSMUSG00000020544/ENSMUSG00000003873/ENSMUSG00000021520/ENSMUSG00000033020,H
HALLMARK_APICAL_JUNCTION,9,9/199,199/4395,0.9968775244902138,232975/102657/21810/77579/104099/20970/17886/12561/16332,Atp1a3/Cd276/Tgfbi/Myh10/Itga9/Sdc3/Myh9/Cdh4/Inppl1,ENSMUSG00000040907/ENSMUSG00000035914/ENSMUSG00000035493/ENSMUSG00000020900/ENSMUSG00000039115/ENSMUSG00000025743/ENSMUSG00000022443/ENSMUSG00000000305/ENSMUSG00000032737,H
HALLMARK_G2M_CHECKPOINT,9,9/199,199/4395,0.9968775244902138,17750/15331/101706/21887/17215/18129/20641/18263/19359,Mt2/Hmgn2/Numa1/Tle3/Mcm3/Notch2/Snrpd1/Odc1/Rad23b,ENSMUSG00000031762/ENSMUSG00000003038/ENSMUSG00000066306/ENSMUSG00000032280/ENSMUSG00000041859/ENSMUSG00000027878/ENSMUSG00000002477/ENSMUSG00000011179/ENSMUSG00000028426,H
HALLMARK_GLYCOLYSIS,10,10/199,200/4395,0.9968775244902138,14733/21810/217119/76969/20970/268373/20969/14583/22166/68507,Gpc1/Tgfbi/Xylt2/Chst1/Sdc3/Ppia/Sdc1/Gfpt1/Txn1/Ppfia4,ENSMUSG00000034220/ENSMUSG00000035493/ENSMUSG00000020868/ENSMUSG00000027221/ENSMUSG00000025743/ENSMUSG00000071866/ENSMUSG00000020592/ENSMUSG00000029992/ENSMUSG00000028367/ENSMUSG00000026458,H
HALLMARK_MYC_TARGETS_V1,10,10/199,200/4395,0.9968775244902138,20104/28126/107686/268373/18813/99138/20641/69719/18263/19359,Rps6/Nop16/Snrpd2/Ppia/Pa2g4/Stard7/Snrpd1/Cad/Odc1/Rad23b,ENSMUSG00000028495/ENSMUSG00000025869/ENSMUSG00000040824/ENSMUSG00000071866/ENSMUSG00000025364/ENSMUSG00000027367/ENSMUSG00000002477/ENSMUSG00000013629/ENSMUSG00000011179/ENSMUSG00000028426,H
HALLMARK_KRAS_SIGNALING_DN,2,2/199,205/4395,0.999334047035314,71279/19271,Slc29a3/Ptprj,ENSMUSG00000020100/ENSMUSG00000025314,H
HALLMARK_FATTY_ACID_METABOLISM,3,3/199,160/4395,0.999334047035314,15519/229877/18263,Hsp90aa1/Rap1gds1/Odc1,ENSMUSG00000021270/ENSMUSG00000028149/ENSMUSG00000011179,H
HALLMARK_HEME_METABOLISM,3,3/199,195/4395,0.999334047035314,30805/27053/666468,Slc22a4/Asns/Atg4a,ENSMUSG00000020334/ENSMUSG00000029752/ENSMUSG00000079418,H
HALLMARK_E2F_TARGETS,4,4/199,200/4395,0.999334047035314,17215/18813/78304/68479,Mcm3/Pa2g4/Naa38/Phf5a,ENSMUSG00000041859/ENSMUSG00000025364/ENSMUSG00000059278/ENSMUSG00000061360,H
